column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
1279,Caguas,Puerto Rico,XXXXXXXXX,Mary,3012,Smith,XXXXXXXXX,Consumer,PR,7713 Colonial Estates,725
1280,Caguas,Puerto Rico,XXXXXXXXX,Jerry,6477,Booker,XXXXXXXXX,Consumer,PR,2330 Green Concession,725
1281,Caguas,Puerto Rico,XXXXXXXXX,Mark,4838,Frank,XXXXXXXXX,Consumer,PR,8791 Blue Arbor,725
1282,Caguas,Puerto Rico,XXXXXXXXX,Joyce,12415,Smith,XXXXXXXXX,Consumer,PR,8335 Little Rise Downs,725
1283,Caguas,Puerto Rico,XXXXXXXXX,Marie,2152,Rodriguez,XXXXXXXXX,Consumer,PR,8777 Old Arbor,725
1284,Caguas,Puerto Rico,XXXXXXXXX,Mary,899,Webster,XXXXXXXXX,Consumer,PR,1764 Thunder View Quay,725
1285,Caguas,Puerto Rico,XXXXXXXXX,Brandon,4337,Sullivan,XXXXXXXXX,Consumer,PR,9739 Round Spring Expressway,725
1286,Caguas,Puerto Rico,XXXXXXXXX,Mary,8302,Jenkins,XXXXXXXXX,Consumer,PR,4863 Cinder Pointe,725
1287,Caguas,Puerto Rico,XXXXXXXXX,Harry,7003,Patrick,XXXXXXXXX,Consumer,PR,5676 Wishing Hill,725
1288,Caguas,Puerto Rico,XXXXXXXXX,Mary,5120,Smith,XXXXXXXXX,Consumer,PR,6350 Lost Hollow,725
1289,Caguas,Puerto Rico,XXXXXXXXX,Donna,8103,Jones,XXXXXXXXX,Consumer,PR,7851 Clear Rise Edge,725
1290,Caguas,Puerto Rico,XXXXXXXXX,William,328,Morrison,XXXXXXXXX,Consumer,PR,4922 Middle Hills Promenade,725
1291,Caguas,Puerto Rico,XXXXXXXXX,Michael,11225,Marshall,XXXXXXXXX,Consumer,PR,2749 Bright Falls,725
1292,Caguas,Puerto Rico,XXXXXXXXX,James,9628,Young,XXXXXXXXX,Consumer,PR,9781 Tawny Nectar Park,725
1293,Caguas,Puerto Rico,XXXXXXXXX,Sharon,10928,Smith,XXXXXXXXX,Consumer,PR,5913 Umber Orchard,725
1294,Caguas,Puerto Rico,XXXXXXXXX,Iola,12610,Cline,XXXXXXXXX,Consumer,PR,"6332 Round Range ",725
1295,Caguas,Puerto Rico,XXXXXXXXX,Martina,12549,Flowers,XXXXXXXXX,Consumer,PR,2457 Blue Hills Heights,725
1296,Caguas,Puerto Rico,XXXXXXXXX,Amena,12530,Colon,XXXXXXXXX,Consumer,PR,"921 Broad Chase ",725
1297,Caguas,Puerto Rico,XXXXXXXXX,Emily,12723,Robles,XXXXXXXXX,Consumer,PR,3939 Easy Fawn Nook,725
1298,Caguas,Puerto Rico,XXXXXXXXX,India,15070,Vasquez,XXXXXXXXX,Consumer,PR,417 Hidden Rabbit Crossing,725
1299,Caguas,Puerto Rico,XXXXXXXXX,Nadine,15086,Moses,XXXXXXXXX,Consumer,PR,7621 Fallen Hollow,725
1300,Caguas,Puerto Rico,XXXXXXXXX,Miranda,15068,Cantu,XXXXXXXXX,Consumer,PR,5319 Grand Dale Street,725
1301,Caguas,Puerto Rico,XXXXXXXXX,Piper,15026,Ashley,XXXXXXXXX,Consumer,PR,5364 Blue Blossom Jetty,725
1302,Caguas,Puerto Rico,XXXXXXXXX,Charde,15024,Ewing,XXXXXXXXX,Consumer,PR,1497 Little Walk,725
1303,Caguas,Puerto Rico,XXXXXXXXX,Aiko,12838,Hunt,XXXXXXXXX,Consumer,PR,4958 Heather Panda Bank,725
1304,Caguas,Puerto Rico,XXXXXXXXX,Emma,12855,Bray,XXXXXXXXX,Consumer,PR,"6076 Sleepy Manor ",725
1305,Caguas,Puerto Rico,XXXXXXXXX,Dacey,15003,Hendricks,XXXXXXXXX,Consumer,PR,9918 Lazy Cape,725
1306,Caguas,Puerto Rico,XXXXXXXXX,Calista,14591,Freeman,XXXXXXXXX,Consumer,PR,2858 Cinder Path,725
1307,Caguas,Puerto Rico,XXXXXXXXX,Denise,14348,Mosley,XXXXXXXXX,Consumer,PR,1655 Sleepy Pine Common,725
1308,Caguas,Puerto Rico,XXXXXXXXX,Paul,4943,Sosa,XXXXXXXXX,Consumer,PR,3327 Indian Centre,725
1309,Caguas,Puerto Rico,XXXXXXXXX,Paul,1900,Mercer,XXXXXXXXX,Consumer,PR,7072 Blue Sky Island,725
1310,Caguas,Puerto Rico,XXXXXXXXX,Rachel,5670,Bailey,XXXXXXXXX,Consumer,PR,7775 Sleepy Farm,725
1311,Caguas,Puerto Rico,XXXXXXXXX,Amber,1464,Dixon,XXXXXXXXX,Consumer,PR,1555 Crystal Rise Forest,725
1312,Caguas,Puerto Rico,XXXXXXXXX,Mary,5292,Torres,XXXXXXXXX,Consumer,PR,8533 High Rabbit Cape,725
1313,Caguas,Puerto Rico,XXXXXXXXX,Donna,14768,Ramirez,XXXXXXXXX,Consumer,PR,7814 Old Glen,725
1314,Caguas,Puerto Rico,XXXXXXXXX,Laura,10327,Sparks,XXXXXXXXX,Consumer,PR,2330 Green Concession,725
1315,Caguas,Puerto Rico,XXXXXXXXX,Timothy,10070,Ross,XXXXXXXXX,Consumer,PR,4182 Indian Pond Freeway,725
1316,Caguas,Puerto Rico,XXXXXXXXX,Mary,8760,Smith,XXXXXXXXX,Consumer,PR,2805 Silver Glade,725
1317,Caguas,Puerto Rico,XXXXXXXXX,Louis,3975,Meadows,XXXXXXXXX,Consumer,PR,852 Hazy Gate Circuit,725
1318,Caguas,Puerto Rico,XXXXXXXXX,Russell,2907,Maddox,XXXXXXXXX,Consumer,PR,690 Cozy Meadow,725
1319,Caguas,Puerto Rico,XXXXXXXXX,Mary,509,Smith,XXXXXXXXX,Consumer,PR,4189 Bright Rise By-pass,725
1320,Caguas,Puerto Rico,XXXXXXXXX,Mary,882,Smith,XXXXXXXXX,Consumer,PR,2136 Silver Canyon,725
1321,Caguas,Puerto Rico,XXXXXXXXX,Isabelle,13832,Huff,XXXXXXXXX,Consumer,PR,3980 Cozy Bay,725
1322,Caguas,Puerto Rico,XXXXXXXXX,Mary,10099,Smith,XXXXXXXXX,Consumer,PR,9602 Cotton River Manor,725
1323,Caguas,Puerto Rico,XXXXXXXXX,Alice,1146,Evans,XXXXXXXXX,Consumer,PR,2737 Pleasant Parade,725
1324,Caguas,Puerto Rico,XXXXXXXXX,Mary,12005,Burton,XXXXXXXXX,Consumer,PR,3867 Bright Zephyr Ledge,725
1325,Caguas,Puerto Rico,XXXXXXXXX,Mary,1461,Webb,XXXXXXXXX,Consumer,PR,4355 Gentle Abbey,725
1326,Caguas,Puerto Rico,XXXXXXXXX,Christina,11674,Daniel,XXXXXXXXX,Consumer,PR,2455 Cotton Limits,725
1327,Caguas,Puerto Rico,XXXXXXXXX,Mildred,11597,Smith,XXXXXXXXX,Consumer,PR,1223 Cozy Mountain Stead,725
1328,Caguas,Puerto Rico,XXXXXXXXX,Timothy,1928,Rojas,XXXXXXXXX,Consumer,PR,1865 Bright Dale Walk,725
1329,Caguas,Puerto Rico,XXXXXXXXX,Emma,6388,Smith,XXXXXXXXX,Consumer,PR,1632 Dewy Lane,725
1330,Caguas,Puerto Rico,XXXXXXXXX,Alice,9918,Smith,XXXXXXXXX,Consumer,PR,5546 Gentle Point,725
1331,Caguas,Puerto Rico,XXXXXXXXX,Amber,6517,Sheppard,XXXXXXXXX,Consumer,PR,2963 Indian Elk Pathway,725
1332,Bayamon,Puerto Rico,XXXXXXXXX,Mary,8398,Williams,XXXXXXXXX,Consumer,PR,3253 Colonial Embers Vista,957
1333,Caguas,Puerto Rico,XXXXXXXXX,Jeremy,8360,Smith,XXXXXXXXX,Consumer,PR,2857 Honey Terrace,725
1334,Caguas,Puerto Rico,XXXXXXXXX,Dylan,3125,Walker,XXXXXXXXX,Consumer,PR,2889 Sleepy Freeway,725
1335,Caguas,Puerto Rico,XXXXXXXXX,Mary,4899,Bauer,XXXXXXXXX,Consumer,PR,6718 Stony Gate Vale,725
1336,Los Angeles,EE. UU.,XXXXXXXXX,Sean,5326,Spencer,XXXXXXXXX,Consumer,CA,6340 Merry Blossom Boulevard,90066
1337,Greeley,EE. UU.,XXXXXXXXX,Mary,494,Stanton,XXXXXXXXX,Consumer,CO,7168 Indian Circuit,80631
1338,Brooklyn,EE. UU.,XXXXXXXXX,Mary,928,Wilson,XXXXXXXXX,Consumer,NY,9099 Shady Round,11226
1339,Roseburg,EE. UU.,XXXXXXXXX,Mary,4960,Smith,XXXXXXXXX,Consumer,OR,8212 Broad Circle,97470
1340,Brooklyn,EE. UU.,XXXXXXXXX,Mary,7762,Roberson,XXXXXXXXX,Consumer,NY,9891 Golden Panda Highlands,11209
1341,Saint Peters,EE. UU.,XXXXXXXXX,Martha,10316,Phelps,XXXXXXXXX,Consumer,MO,6715 Blue Run,63376
1342,Norfolk,EE. UU.,XXXXXXXXX,Janice,4306,Griffin,XXXXXXXXX,Consumer,VA,9650 Foggy Nectar Heath,23503
1343,Chicago,EE. UU.,XXXXXXXXX,Heather,4161,York,XXXXXXXXX,Consumer,IL,9128 Little Cloud Bay,60617
1344,San Diego,EE. UU.,XXXXXXXXX,Cheryl,6034,Smith,XXXXXXXXX,Consumer,CA,4291 Dewy Hickory Ramp,92114
1345,Chicago,EE. UU.,XXXXXXXXX,Kathryn,9247,Smith,XXXXXXXXX,Consumer,IL,7257 Thunder Quail Maze,60615
1346,New Bedford,EE. UU.,XXXXXXXXX,Michael,960,Mcdonald,XXXXXXXXX,Consumer,MA,7002 Blue Place,2740
1347,Augusta,EE. UU.,XXXXXXXXX,Patrick,9989,Parsons,XXXXXXXXX,Consumer,GA,3247 Shady Timber Loop,30906
1348,Bakersfield,EE. UU.,XXXXXXXXX,Joan,10165,Buckley,XXXXXXXXX,Consumer,CA,3245 Cotton Bear Villas,93308
1349,San Antonio,EE. UU.,XXXXXXXXX,Thomas,8245,Gray,XXXXXXXXX,Consumer,TX,3422 Jagged Willow Way,78223
1350,Albuquerque,EE. UU.,XXXXXXXXX,Andrew,7465,Smith,XXXXXXXXX,Consumer,NM,7732 Honey Dale,87120
1351,Waipahu,EE. UU.,XXXXXXXXX,Nicole,1107,Miller,XXXXXXXXX,Consumer,HI,1812 Sunny River Wharf,96797
1352,Philadelphia,EE. UU.,XXXXXXXXX,Mary,2284,Shaffer,XXXXXXXXX,Consumer,PA,2287 Foggy Apple Dell,19140
1353,Long Beach,EE. UU.,XXXXXXXXX,Albert,636,Merritt,XXXXXXXXX,Consumer,CA,9296 Hazy Goose Bend,90806
1354,New York,EE. UU.,XXXXXXXXX,Ruth,5584,Smith,XXXXXXXXX,Consumer,NY,8297 Easy Thicket,10021
1355,Chapel Hill,EE. UU.,XXXXXXXXX,Linda,3340,Fletcher,XXXXXXXXX,Consumer,NC,6476 Green Pony Manor,27514
1356,San Diego,EE. UU.,XXXXXXXXX,Dorothy,1576,Melton,XXXXXXXXX,Consumer,CA,2649 Bright Ledge,92113
1357,Detroit,EE. UU.,XXXXXXXXX,Andrea,9640,Leonard,XXXXXXXXX,Consumer,MI,6007 Wishing Common,48213
1358,Ypsilanti,EE. UU.,XXXXXXXXX,Mary,9663,Williams,XXXXXXXXX,Consumer,MI,5834 Cotton Robin Village,48197
1359,Phoenix,EE. UU.,XXXXXXXXX,Mary,9867,Andrews,XXXXXXXXX,Consumer,AZ,6460 Iron Wynd,85033
1360,San Diego,EE. UU.,XXXXXXXXX,Anthony,9220,Marshall,XXXXXXXXX,Consumer,CA,628 Misty Street,92115
1361,East Lansing,EE. UU.,XXXXXXXXX,Mary,3921,Allen,XXXXXXXXX,Consumer,MI,8977 Sunny Dale Run,48823
1362,Brooklyn,EE. UU.,XXXXXXXXX,Mary,1564,Davenport,XXXXXXXXX,Consumer,NY,961 Crystal Farm,11218
1363,Stamford,EE. UU.,XXXXXXXXX,Jack,7231,Smith,XXXXXXXXX,Consumer,CT,1632 Fallen Robin Quay,6902
1364,Hanover,EE. UU.,XXXXXXXXX,Ann,9008,Smith,XXXXXXXXX,Consumer,PA,5795 Lazy View Concession,17331
1365,Bronx,EE. UU.,XXXXXXXXX,Ashley,5158,Smith,XXXXXXXXX,Consumer,NY,3810 Crystal Plaza,10467
1366,Diamond Bar,EE. UU.,XXXXXXXXX,Mary,2465,Smith,XXXXXXXXX,Consumer,CA,3724 High Circuit,91765
1367,Houston,EE. UU.,XXXXXXXXX,Barbara,3138,Nelson,XXXXXXXXX,Consumer,TX,6640 Golden Avenue,77036
1368,Los Angeles,EE. UU.,XXXXXXXXX,Mary,777,Mullins,XXXXXXXXX,Consumer,CA,8055 Iron Ridge,90023
1369,Hayward,EE. UU.,XXXXXXXXX,Roy,2947,Smith,XXXXXXXXX,Consumer,CA,8399 Cotton Crossing,94544
1370,Milwaukee,EE. UU.,XXXXXXXXX,Ashley,4839,Smith,XXXXXXXXX,Consumer,WI,2027 Thunder Creek Thicket,53215
1371,West Orange,EE. UU.,XXXXXXXXX,Denise,1443,Cohen,XXXXXXXXX,Consumer,NJ,8361 Misty Subdivision,7052
1372,Lawrenceville,EE. UU.,XXXXXXXXX,James,1449,Smith,XXXXXXXXX,Consumer,GA,7373 Heather Nook,30044
1373,Manchester,EE. UU.,XXXXXXXXX,Mary,3914,Acosta,XXXXXXXXX,Consumer,CT,119 Round Vale,6040
1374,Brooklyn,EE. UU.,XXXXXXXXX,Donna,134,Gomez,XXXXXXXXX,Consumer,NY,1690 Cinder Deer Chase,11224
1375,La Puente,EE. UU.,XXXXXXXXX,Nicholas,4896,Smith,XXXXXXXXX,Consumer,CA,7810 Round Corners,91744
1376,Los Angeles,EE. UU.,XXXXXXXXX,Karen,3444,Olsen,XXXXXXXXX,Consumer,CA,18 Amber Orchard,90027
1377,Victorville,EE. UU.,XXXXXXXXX,Emily,6005,Alexander,XXXXXXXXX,Consumer,CA,5995 Dusty Highway,92392
1378,Richmond,EE. UU.,XXXXXXXXX,Kelly,12332,Jones,XXXXXXXXX,Consumer,VA,6332 Clear Square,23223
1379,Florissant,EE. UU.,XXXXXXXXX,Patricia,6049,Smith,XXXXXXXXX,Consumer,MO,7580 Sleepy Boulevard,63033
1380,Baltimore,EE. UU.,XXXXXXXXX,Mary,12286,Smith,XXXXXXXXX,Consumer,MD,5284 Quiet Field,21224
1381,Jacksonville,EE. UU.,XXXXXXXXX,Janice,4552,Smith,XXXXXXXXX,Consumer,FL,9889 Blue Treasure Circuit,32244
1382,Miami,EE. UU.,XXXXXXXXX,Mary,4215,Phillips,XXXXXXXXX,Consumer,FL,1927 Harvest Lane,33175
1383,Cupertino,EE. UU.,XXXXXXXXX,Kevin,8115,Melton,XXXXXXXXX,Consumer,CA,5676 Gentle Square,95014
1384,Littleton,EE. UU.,XXXXXXXXX,Richard,8853,Ali,XXXXXXXXX,Consumer,CO,760 Lazy Pines,80126
1385,Eagle Pass,EE. UU.,XXXXXXXXX,Kimberly,8196,Sheppard,XXXXXXXXX,Consumer,TX,7910 Cotton Branch Highway,78852
1386,Carlsbad,EE. UU.,XXXXXXXXX,Margaret,11686,Daniel,XXXXXXXXX,Consumer,CA,4554 Indian Point,92009
1387,Riverside,EE. UU.,XXXXXXXXX,Emily,8712,Stone,XXXXXXXXX,Consumer,CA,6310 Shady View Square,92504
1388,Escondido,EE. UU.,XXXXXXXXX,Anna,8470,Horn,XXXXXXXXX,Consumer,CA,889 Blue Ridge,92026
1389,Fontana,EE. UU.,XXXXXXXXX,Jack,9608,Lewis,XXXXXXXXX,Consumer,CA,7717 Amber Woods,92335
1390,Ballwin,EE. UU.,XXXXXXXXX,Patricia,11760,Smith,XXXXXXXXX,Consumer,MO,9255 Thunder Butterfly Parkway,63021
1391,Brooklyn,EE. UU.,XXXXXXXXX,Mary,1996,Smith,XXXXXXXXX,Consumer,NY,2433 Noble Bear Beach,11220
1392,Carlisle,EE. UU.,XXXXXXXXX,Michael,8703,Lozano,XXXXXXXXX,Consumer,PA,197 Quaking Trail,17013
1393,New Braunfels,EE. UU.,XXXXXXXXX,Donna,11078,Hoover,XXXXXXXXX,Consumer,TX,1315 Honey Rabbit Link,78130
1394,Saint Charles,EE. UU.,XXXXXXXXX,Jack,7766,Smith,XXXXXXXXX,Consumer,MO,8063 Golden Street,63301
1395,Spring Valley,EE. UU.,XXXXXXXXX,Mary,2717,Smith,XXXXXXXXX,Consumer,NY,3238 Pleasant Leaf Thicket,10977
1396,Madison,EE. UU.,XXXXXXXXX,Willie,9324,Parker,XXXXXXXXX,Consumer,WI,4388 Burning Goose Ridge,53704
1397,Las Vegas,EE. UU.,XXXXXXXXX,Timothy,8188,Smith,XXXXXXXXX,Consumer,NV,5041 Honey Round,89121
1398,Albuquerque,EE. UU.,XXXXXXXXX,Mary,3938,Smith,XXXXXXXXX,Consumer,NM,2556 Umber Autoroute,87105
1399,Goose Creek,EE. UU.,XXXXXXXXX,Ruth,11700,Smith,XXXXXXXXX,Consumer,SC,4255 Dusty Gate Walk,29445
1400,Tampa,EE. UU.,XXXXXXXXX,Daniel,8148,Smith,XXXXXXXXX,Consumer,FL,9790 Cinder Autumn Expressway,33624
1401,Irvington,EE. UU.,XXXXXXXXX,William,4308,Smith,XXXXXXXXX,Consumer,NJ,3141 Misty Lookout,7111
1402,Ontario,EE. UU.,XXXXXXXXX,Hannah,2553,Ellison,XXXXXXXXX,Consumer,CA,4720 Noble Hills Wynd,91764
1403,Bronx,EE. UU.,XXXXXXXXX,Aaron,12416,Cline,XXXXXXXXX,Consumer,NY,9986 Wishing Stead,10467
1404,Pharr,EE. UU.,XXXXXXXXX,Margaret,1733,Smith,XXXXXXXXX,Consumer,TX,5875 Grand Campus,78577
1405,Yonkers,EE. UU.,XXXXXXXXX,Deborah,245,Smith,XXXXXXXXX,Consumer,NY,6425 Thunder Impasse,10701
1406,El Monte,EE. UU.,XXXXXXXXX,Cheryl,7457,Smith,XXXXXXXXX,Consumer,CA,2845 Jagged Oak Vale,91732
1407,Honolulu,EE. UU.,XXXXXXXXX,Mary,2861,Williamson,XXXXXXXXX,Consumer,HI,6925 Sunny Horse Impasse,96816
1408,Pharr,EE. UU.,XXXXXXXXX,Arthur,6168,Li,XXXXXXXXX,Consumer,TX,7271 Rustic End,78577
1409,Winnetka,EE. UU.,XXXXXXXXX,Frances,3980,Smith,XXXXXXXXX,Consumer,CA,9890 Pleasant Highway,91306
1410,Pompano Beach,EE. UU.,XXXXXXXXX,Teresa,8488,Allen,XXXXXXXXX,Consumer,FL,7096 Foggy Court,33064
1411,Reynoldsburg,EE. UU.,XXXXXXXXX,Marie,2278,Smith,XXXXXXXXX,Consumer,OH,4171 Stony Fawn Pike,43068
1412,Hamtramck,EE. UU.,XXXXXXXXX,Angela,10823,Oconnell,XXXXXXXXX,Consumer,MI,8621 Broad Forest,48212
1413,Bolingbrook,EE. UU.,XXXXXXXXX,Sharon,11928,Chambers,XXXXXXXXX,Consumer,IL,872 Quaking Bluff Freeway,60440
1414,Union City,EE. UU.,XXXXXXXXX,Ronald,6248,Hanson,XXXXXXXXX,Consumer,CA,5076 Amber Blossom Hollow,94587
1415,Medina,EE. UU.,XXXXXXXXX,Kathleen,4789,Richmond,XXXXXXXXX,Consumer,OH,1454 Blue Circuit,44256
1416,Fort Lauderdale,EE. UU.,XXXXXXXXX,Benjamin,9253,Smith,XXXXXXXXX,Consumer,FL,5593 Blue Anchor Avenue,33313
1417,Highland,EE. UU.,XXXXXXXXX,Mary,10961,Smith,XXXXXXXXX,Consumer,CA,8908 Lazy By-pass,92346
1418,Los Angeles,EE. UU.,XXXXXXXXX,Mary,188,Smith,XXXXXXXXX,Consumer,CA,771 Noble Parkway,90019
1419,Roseville,EE. UU.,XXXXXXXXX,Mary,11741,Smith,XXXXXXXXX,Consumer,MI,8093 Old Autumn Green,48066
1420,Jonesboro,EE. UU.,XXXXXXXXX,John,3971,Smith,XXXXXXXXX,Consumer,AR,3549 Middle Gate Towers,72401
1421,Elk Grove,EE. UU.,XXXXXXXXX,Mary,2141,Le,XXXXXXXXX,Consumer,CA,3133 Rocky Campus,95758
1422,Tallahassee,EE. UU.,XXXXXXXXX,John,12280,Smith,XXXXXXXXX,Consumer,FL,1550 Rustic Grove Farms,32308
1423,Oceanside,EE. UU.,XXXXXXXXX,Bobby,4742,Mcknight,XXXXXXXXX,Consumer,CA,1440 Wishing Point,92057
1424,North Las Vegas,EE. UU.,XXXXXXXXX,Susan,3559,Wright,XXXXXXXXX,Consumer,NV,5234 Clear Horse Townline,89030
1425,Bridgeton,EE. UU.,XXXXXXXXX,Michael,638,Johnson,XXXXXXXXX,Consumer,NJ,3856 Heather Island Ridge,8302
1426,Fullerton,EE. UU.,XXXXXXXXX,Cynthia,2110,Myers,XXXXXXXXX,Consumer,CA,263 Harvest Wood,92833
1427,Encinitas,EE. UU.,XXXXXXXXX,Scott,11731,Smith,XXXXXXXXX,Consumer,CA,777 Blue Hills Court,92024
1428,Montebello,EE. UU.,XXXXXXXXX,Amanda,5977,Shaffer,XXXXXXXXX,Consumer,CA,633 Blue Bear Edge,90640
1429,San Francisco,EE. UU.,XXXXXXXXX,Stephen,9459,Bond,XXXXXXXXX,Consumer,CA,9077 Honey Route,94109
1430,Augusta,EE. UU.,XXXXXXXXX,Jesse,4187,Mack,XXXXXXXXX,Consumer,GA,9674 Shady Gardens,30907
1431,Glenview,EE. UU.,XXXXXXXXX,Jordan,1015,Smith,XXXXXXXXX,Consumer,IL,5593 Merry Pine Dell,60025
1432,Chicago,EE. UU.,XXXXXXXXX,Mary,9252,Summers,XXXXXXXXX,Consumer,IL,7585 Fallen Berry Green,60647
1433,Tempe,EE. UU.,XXXXXXXXX,Amy,2975,Smith,XXXXXXXXX,Consumer,AZ,8263 Harvest Estates,85282
1434,Freeport,EE. UU.,XXXXXXXXX,Joyce,4452,Lopez,XXXXXXXXX,Consumer,NY,3243 Shady Corner,11520
1435,San Jose,EE. UU.,XXXXXXXXX,Sharon,6652,Hammond,XXXXXXXXX,Consumer,CA,599 Sleepy Townline,95111
1436,Rock Hill,EE. UU.,XXXXXXXXX,William,3365,Crawford,XXXXXXXXX,Consumer,SC,7392 Pleasant Horse Orchard,29730
1437,Rome,EE. UU.,XXXXXXXXX,Joseph,3369,Clark,XXXXXXXXX,Consumer,NY,8056 Golden Log Bend,13440
1438,Chicago,EE. UU.,XXXXXXXXX,Dorothy,895,Villegas,XXXXXXXXX,Consumer,IL,1531 Jagged Dale Heath,60660
1439,New Bedford,EE. UU.,XXXXXXXXX,Benjamin,7390,Smith,XXXXXXXXX,Consumer,MA,9447 Dusty Beacon Turnabout,2740
1440,Tucson,EE. UU.,XXXXXXXXX,Mary,2149,Smith,XXXXXXXXX,Consumer,AZ,287 Round Thicket,85746
1441,Austin,EE. UU.,XXXXXXXXX,Mary,6075,Smith,XXXXXXXXX,Consumer,TX,4546 Golden Hills Ridge,78753
1442,Scottsdale,EE. UU.,XXXXXXXXX,Mary,5481,Hall,XXXXXXXXX,Consumer,AZ,8340 Misty Anchor Private,85254
1443,Riverside,EE. UU.,XXXXXXXXX,Mary,10731,Smith,XXXXXXXXX,Consumer,CA,6630 Sleepy Mews,92507
1444,Santa Cruz,EE. UU.,XXXXXXXXX,Michelle,11654,Acosta,XXXXXXXXX,Consumer,CA,6281 Round Farm,95060
1445,Oregon City,EE. UU.,XXXXXXXXX,Mary,6397,Carr,XXXXXXXXX,Consumer,OR,2280 High Hill,97045
1446,Dallas,EE. UU.,XXXXXXXXX,Rebecca,6906,Watkins,XXXXXXXXX,Consumer,TX,2122 Red Hollow,75217
1447,Escondido,EE. UU.,XXXXXXXXX,Arthur,6600,Smith,XXXXXXXXX,Consumer,CA,9524 Rocky Loop,92026
1448,Tonawanda,EE. UU.,XXXXXXXXX,Mary,11073,Smith,XXXXXXXXX,Consumer,NY,475 Colonial Autoroute,14150
1449,Annandale,EE. UU.,XXXXXXXXX,Mary,1191,Fitzpatrick,XXXXXXXXX,Consumer,VA,1531 Jagged Dale Heath,22003
1450,Memphis,EE. UU.,XXXXXXXXX,David,8102,Smith,XXXXXXXXX,Consumer,TN,805 Amber Hills Crossing,38118
1451,Wheaton,EE. UU.,XXXXXXXXX,Russell,7051,Smith,XXXXXXXXX,Consumer,IL,8852 Shady Glade,60187
1452,Plano,EE. UU.,XXXXXXXXX,Stephen,4044,Smith,XXXXXXXXX,Consumer,TX,6629 Iron Embers View,75023
1453,Piscataway,EE. UU.,XXXXXXXXX,David,235,Smith,XXXXXXXXX,Consumer,NJ,75 Sunny Grounds,8854
1454,Miami,EE. UU.,XXXXXXXXX,Joan,703,Kelly,XXXXXXXXX,Consumer,FL,9889 Blue Treasure Circuit,33155
1455,Bismarck,EE. UU.,XXXXXXXXX,Jacob,5289,Russo,XXXXXXXXX,Consumer,ND,5335 Foggy Jetty,58501
1456,Chesapeake,EE. UU.,XXXXXXXXX,Mary,3916,Hensley,XXXXXXXXX,Consumer,VA,9696 Lost Parade,23322
1457,Toms River,EE. UU.,XXXXXXXXX,Nicholas,9600,Sanders,XXXXXXXXX,Consumer,NJ,2089 Old Avenue,8753
1458,Los Angeles,EE. UU.,XXXXXXXXX,Mark,9107,Nunez,XXXXXXXXX,Consumer,CA,2459 Round Spring Towers,90063
1459,Vista,EE. UU.,XXXXXXXXX,Mary,5979,Kerr,XXXXXXXXX,Consumer,CA,2199 Hazy Creek Farms,92084
1460,Algonquin,EE. UU.,XXXXXXXXX,Joseph,3934,Smith,XXXXXXXXX,Consumer,IL,4616 Red Anchor Gardens,60102
1461,Aurora,EE. UU.,XXXXXXXXX,Jack,9426,Smith,XXXXXXXXX,Consumer,CO,8943 Thunder Close,80013
1462,Philadelphia,EE. UU.,XXXXXXXXX,Cynthia,2513,Smith,XXXXXXXXX,Consumer,PA,229 Dewy Road,19144
1463,Escondido,EE. UU.,XXXXXXXXX,Mary,10632,Williams,XXXXXXXXX,Consumer,CA,4906 Umber Lookout,92025
1464,Detroit,EE. UU.,XXXXXXXXX,Anna,9154,Gillespie,XXXXXXXXX,Consumer,MI,8546 Thunder Goose Inlet,48224
1465,San Jose,EE. UU.,XXXXXXXXX,Marilyn,9897,Smith,XXXXXXXXX,Consumer,CA,2469 Blue Brook Crossing,95127
1466,Marietta,EE. UU.,XXXXXXXXX,Samuel,11198,Smith,XXXXXXXXX,Consumer,GA,8684 Golden Point,30067
1467,Pekin,EE. UU.,XXXXXXXXX,Sandra,1753,Smith,XXXXXXXXX,Consumer,IL,5995 Shady Anchor Canyon,61554
1468,Santa Ana,EE. UU.,XXXXXXXXX,Mary,2790,Nielsen,XXXXXXXXX,Consumer,CA,3261 Little Meadow,92705
1469,Dallas,EE. UU.,XXXXXXXXX,Jason,1756,Dixon,XXXXXXXXX,Consumer,TX,7494 Emerald Terrace,75227
1470,Canyon Country,EE. UU.,XXXXXXXXX,Christopher,10042,Hatfield,XXXXXXXXX,Consumer,CA,5721 Rocky Pond Glade,91351
1471,Indianapolis,EE. UU.,XXXXXXXXX,Mary,9698,Lee,XXXXXXXXX,Consumer,IN,1191 Merry Rabbit Acres,46226
1472,Caguas,Puerto Rico,XXXXXXXXX,Mary,1448,Murray,XXXXXXXXX,Consumer,PR,7732 Lazy View Crest,725
1473,Caguas,Puerto Rico,XXXXXXXXX,Mary,9072,Smith,XXXXXXXXX,Consumer,PR,4948 Stony Close,725
1474,Caguas,Puerto Rico,XXXXXXXXX,Mary,2569,Duncan,XXXXXXXXX,Consumer,PR,4494 Harvest Bay,725
1475,Caguas,Puerto Rico,XXXXXXXXX,Mary,5038,Smith,XXXXXXXXX,Consumer,PR,6847 Broad Orchard,725
